avg_delivery_time_q,repeat_customer_flag
"(14.999, 21.0]",0.27639751552795033
"(21.0, 24.5]",0.5
"(24.5, 28.0]",0.39316239316239315
"(28.0, 33.0]",0.1934156378600823
